timestamp,MTH_MIL_IML1_SYSFAN_VIB_VI_A,MTH_MIL_CGML_MTRS_XXX_YI_A,MTH_MIL_IML1_ITEMP_XXX_TI_A,MTH_MIL_IML1_MMTR_AMPS_II_A,MTH_MIL_IML1_MMTR_IBTEMP_TI_A,MTH_MIL_IML1_MMTR_OBTEMP_TI_A,MTH_MIL_IML1_MMTR_VIB_VI_A,MTH_MIL_IML1_MTRS_XXX_YI_A,MTH_MIL_IML1_SYSFAN_AMPS_II_A,MTH_MIL_IML1_SYSFAN_IBTEMP_TI_A,MTH_MIL_IML1_SYSFAN_OBTEMP_TI_A,MTH_MIL_IML1_SYSFAN_PFL_PCT_A,MTH_MIL_IML1_SYSFAN_POUT_PCT_A,MTH_MIL_IML1_VENT_XXX_TI_A,MTH_MIL_IML2_MTRS_XXX_YI_A,MTH_MIL_IML3_MTRS_XXX_YI_A,MTH_MIL_STCO_SSILO1_LEVEL_AI_A,MTH_MIL_STCO_SSILO2_LEVEL_AI_A,MTH_WE1_STCO_SILO1_LTON_AI_A,MTH_WE1_STCO_SILO2_LTON_AI_A,SystemStatus
2022-01-01 00:00:00+00:00,0.004088266,0,0.029238468,0.000718249,0.000245258,0.401944109,0.049394735,0,,0.232074444,0.224444961,0.002504929,0,0.133280255,0,0,0.072965086,0.045690437,0.893758506,0.896670156,Running
2022-01-01 00:01:00+00:00,0.003861169,0,0.029585281,0.002006786,0.195205276,0.401782121,0.047476282,0,,0.232288073,0.223895632,0.002062802,0,0.132694064,0,0,0.072965086,0.045502413,0.896307476,0.904010025,Running
2022-01-01 00:02:00+00:00,0.003898981,0,0.029587103,0.001020676,0.000122599,0.401944109,0.046757028,0,,0.232257555,0.223956665,0.002136566,0,0.132694064,0,0,0.072397366,0.045333176,0.892636219,0.898229333,Running
2022-01-01 00:03:00+00:00,0.003898981,0,0.029583419,0.002006786,0.195205276,0.401215084,0.047596274,0,,0.23212023,0.223987182,0.002283789,0,0.132672357,0,0,0.072376334,0.04520159,0.892521987,0.903857921,Running
2022-01-01 00:04:00+00:00,0.004163965,0,0.029267621,0.002006786,0.195205276,0.401620133,0.049514483,0,,0.231723492,0.224582287,0.002357553,0,0.133714471,0,0,0.072965086,0.045032352,0.892426904,0.896879318,Running
2022-01-01 00:05:00+00:00,0.003936868,0,0.029912234,0.000585935,0.000306557,0.40113409,0.046996781,0,,0.231982906,0.223956665,0.002357553,0,0.132650649,0,0,0.072986117,0.044975953,0.891380625,0.904599521,Running
2022-01-01 00:06:00+00:00,0.004088266,0,0.030871391,0.002006786,0.195205276,0.400891108,0.049274736,0,,0.231830315,0.224475478,0.002136566,0,0.134018398,0,0,0.072376334,0.044975953,0.895622674,0.897639912,Running
2022-01-01 00:07:00+00:00,0.004012567,0,0.030913261,0.002006786,0.195205276,0.400729041,0.048075762,0,,0.231403058,0.224383928,0.002357553,0,0.133432229,0,0,0.072965086,0.044900728,0.891723026,0.89803924,Failed
2022-01-01 00:08:00+00:00,0.003823283,0,0.031458963,0.002006786,0.195205276,0.400729041,0.046397294,0,,0.231631937,0.223865115,0.002504929,0,0.133367106,0,0,0.072965086,0.044844328,0.892560064,0.895586212,Running
2022-01-01 00:09:00+00:00,0.004163965,0,0.031924041,0.002006786,0.195205276,0.399919022,0.049514483,0,,0.231769278,0.224582287,0.002210177,0,0.134430907,0,0,0.072965086,0.044844328,0.891380625,0.896632093,Running
2022-01-01 00:10:00+00:00,0.003861169,0,0.032250126,0.002006786,0.195205276,0.399757034,0.046757028,0,,0.231876084,0.223880373,0.00257854,0,0.133931568,0,0,0.072965086,0.044731529,0.892274742,0.904143134,Running
2022-01-01 00:11:00+00:00,0.003936868,0,0.032295324,0.002006786,0.195205276,0.399595046,0.04627754,0,,0.231952388,0.223987182,0.002431164,0,0.134539466,0,0,0.072965086,0.044656304,0.890676821,0.901633049,Running
2022-01-01 00:12:00+00:00,0.004163965,0,0.032893763,0.002006786,0.195205276,0.39967604,0.049754237,0,,0.232013425,0.224567029,0.002136566,0,0.135190779,0,0,0.072986117,0.044844328,0.891799107,0.901709249,Running
2022-01-01 00:13:00+00:00,0.004088266,0,0.032919498,0.002006786,0.195205276,0.39967604,0.04915475,0,,0.231967639,0.224414444,0.00198919,0,0.135125635,0,0,0.072986117,0.045088752,0.895793985,0.905322125,Running
2022-01-01 00:14:00+00:00,0.003823283,0,0.032904226,0.002006786,0.195205276,0.399432979,0.047476282,0,,0.231677723,0.223941407,0.002283789,0,0.134713148,0,0,0.072965086,0.04520159,0.889763701,0.896555968,Running
2022-01-01 00:15:00+00:00,0.004012567,0,0.03291796,0.002006786,0.195205276,0.398784948,0.047836009,0,,0.231952388,0.224246602,0.002062802,0,0.135321025,0,0,0.072986117,0.045389614,0.890981144,0.896080587,Running
2022-01-01 00:16:00+00:00,0.00405038,0,0.033202384,0.000340225,0.000398477,0.398947015,0.049034995,0,,0.2315709,0.224414444,0.002357553,0,0.13605919,0,0,0.072986117,0.045370788,0.891038224,0.895700327,Running
2022-01-01 00:17:00+00:00,0.003823283,0,0.03291511,0.002006786,0.195205276,0.399028009,0.047356521,0,,0.231723492,0.223926148,0.002357553,0,0.135451292,0,0,0.072965086,0.045370788,0.892160584,0.896517979,Running
2022-01-01 00:18:00+00:00,0.003936868,0,0.032452411,0.002006786,0.195205276,0.399109003,0.047476282,0,,0.231479345,0.224048216,0.002283789,0,0.135711825,0,0,0.072965086,0.045314389,0.891837111,0.899313278,Running
2022-01-01 00:19:00+00:00,0.004012567,0,0.032158999,0.002006786,0.195205276,0.39862296,0.048795248,0,,0.23192187,0.224353411,0.002062802,0,0.135516436,0,0,0.072986117,0.045220377,0.894043828,0.896517979,Running
2022-01-01 00:20:00+00:00,0.003936868,0,0.032222199,0.002006786,0.195205276,0.399109003,0.046996781,0,,0.231815047,0.224139793,0.002210177,0,0.135711825,0,0,0.072965086,0.04520159,0.892883464,0.895662264,Running
2022-01-01 00:21:00+00:00,0.003898981,0,0.031688851,0.002006786,0.195205276,0.398784948,0.047116768,0,,0.231998157,0.223956665,0.002210177,0,0.13508222,0,0,0.072986117,0.045239164,0.892883464,0.896555968,Running
2022-01-01 00:22:00+00:00,0.003861169,0,0.031206911,0.000888362,0.000183899,0.398784948,0.047116768,0,,0.231952388,0.22400244,0.002283789,0,0.134843415,0,0,0.072965086,0.045145151,0.893187862,0.896879318,Running
2022-01-01 00:23:00+00:00,0.004012567,0,0.030903019,0.002006786,0.195205276,0.398947015,0.048435508,0,,0.231677723,0.224368669,0.002210177,0,0.135321025,0,0,0.072965086,0.045032352,0.892807309,0.904086077,Running
2022-01-01 00:24:00+00:00,0.004088266,0,0.030565636,0.002006786,0.195205276,0.398947015,0.047716261,0,,0.231860833,0.224246602,0.002062802,0,0.134843415,0,0,0.072965086,0.045069965,0.892560064,0.897183526,Running
2022-01-01 00:25:00+00:00,0.003785396,0,0.030569395,0.002006786,0.195205276,0.398784948,0.046397294,0,,0.231845565,0.223880373,0.002136566,0,0.133692763,0,0,0.072965086,0.045276776,0.892331822,0.901462024,Running
2022-01-01 00:26:00+00:00,0.004088266,0,0.030572279,0.00066157,0.000229888,0.398784948,0.049274736,0,,0.231799796,0.224521253,0.002136566,0,0.134734856,0,0,0.072965086,0.045446014,0.892122581,0.898476484,Running
2022-01-01 00:27:00+00:00,0.003785396,0,0.030574232,0.002006786,0.195205276,0.398541966,0.047236528,0,,0.23192187,0.223895632,0.002357553,0,0.133953276,0,0,0.072986117,0.045389614,0.892674223,0.897240509,Running
2022-01-01 00:28:00+00:00,0.004012567,0,0.030572971,0.002006786,0.195205276,0.398460972,0.047476282,0,,0.232028675,0.224277119,0.002136566,0,0.134192102,0,0,0.072986117,0.045521239,0.894519463,0.902945223,Running
2022-01-01 00:29:00+00:00,0.003898981,0,0.03057426,0.000113396,0.000475146,0.398379978,0.046397294,0,,0.231708241,0.223895632,0.002357553,0,0.133345378,0,0,0.072986117,0.045483626,0.893263869,0.903344551,Running
2022-01-01 00:30:00+00:00,0.003861169,0,0.030569151,0.002006786,0.195205276,0.398784948,0.045917794,0,,0.231631937,0.22391089,0.002357553,0,0.133649327,0,0,0.072986117,0.045427227,0.893035626,0.902983286,Running
2022-01-01 00:31:00+00:00,0.003823283,0,0.03090185,0.002006786,0.195205276,0.398460972,0.046157541,0,,0.231677723,0.223834598,0.002357553,0,0.133345378,0,0,0.072986117,0.045352001,0.893168712,0.895985467,Running
2022-01-01 00:32:00+00:00,0.004012567,0,0.030895156,0.000321307,0.000383167,0.398541966,0.047716261,0,,0.231631937,0.224032957,0.002504929,0,0.133931568,0,0,0.072965086,0.045333176,0.893340024,0.896689151,Running
2022-01-01 00:33:00+00:00,0.004126152,0,0.030570507,0.002006786,0.195205276,0.398784948,0.048075762,0,,0.231952388,0.224490737,0.002210177,0,0.134387491,0,0,0.072965086,0.045276776,0.893187862,0.902964217,Running
2022-01-01 00:34:00+00:00,0.003861169,0,0.030924996,0.002006786,0.195205276,0.398136917,0.045798039,0,,0.231418308,0.223941407,0.002504929,0,0.133714471,0,0,0.072965086,0.045239164,0.893320948,0.905550281,Running
2022-01-01 00:35:00+00:00,0.00405038,0,0.030251394,0.002006786,0.195205276,0.398379978,0.047236528,0,,0.231784529,0.224383928,0.002357553,0,0.13430064,0,0,0.074373936,0.045220377,0.893492186,0.898134287,Running
2022-01-01 00:36:00+00:00,0.003823283,0,0.03024453,0.002006786,0.195205276,0.398136917,0.047116768,0,,0.23192187,0.223834598,0.002136566,0,0.133106573,0,0,0.072986117,0.045126365,0.893568266,0.902926155,Running
2022-01-01 00:37:00+00:00,0.003936868,0,0.030231824,0.002006786,0.195205276,0.397974929,0.046397294,0,,0.231982906,0.223926148,0.00198919,0,0.132694064,0,0,0.072965086,0.045088752,0.892541063,0.905170021,Running
2022-01-01 00:38:00+00:00,0.003823283,0,0.030237939,0.002006786,0.195205276,0.398055923,0.046637273,0,,0.231769278,0.223849856,0.002136566,0,0.132954598,0,0,0.072986117,0.045069965,0.892598142,0.896632093,Running
2022-01-01 00:39:00+00:00,0.004126152,0,0.030083645,0.002006786,0.195205276,0.398136917,0.048555501,0,,0.231525131,0.224612804,0.002431164,0,0.133671034,0,0,0.072965086,0.045032352,0.892921467,0.901842284,Running
2022-01-01 00:40:00+00:00,0.004088266,0,0.030017073,0.000548137,0.000306557,0.397893935,0.047716261,0,,0.231723492,0.224399186,0.002283789,0,0.133193403,0,0,0.072986117,0.044975953,0.893568266,0.901747238,Running
2022-01-01 00:41:00+00:00,0.00405038,0,0.030219073,0.002006786,0.195205276,0.39756988,0.047596274,0,,0.23175401,0.224231344,0.002357553,0,0.132628942,0,0,0.072986117,0.044957127,0.892997548,0.89976959,Running
2022-01-01 00:42:00+00:00,0.004012567,0,0.029561788,0.002006786,0.195205276,0.398136917,0.046996781,0,,0.232013425,0.224246602,0.002136566,0,0.13304145,0,0,0.072986117,0.045333176,0.896174316,0.897411682,Running
2022-01-01 00:43:00+00:00,0.003861169,0,0.029899483,0.002006786,0.195205276,0.39781294,0.045678047,0,,0.232211786,0.223834598,0.002062802,0,0.131869069,0,0,0.072986117,0.045596425,0.893359025,0.897145463,Running
2022-01-01 00:44:00+00:00,0.004088266,0,0.029570537,0.002006786,0.195205276,0.397974929,0.047836009,0,,0.231479345,0.224292377,0.002504929,0,0.131977628,0,0,0.072986117,0.045427227,0.89301655,0.902831108,Running
2022-01-01 00:45:00+00:00,0.004163965,0,0.029230872,0.002006786,0.195205276,0.398136917,0.048195761,0,,0.231448827,0.224414444,0.002357553,0,0.13254209,0,0,0.072986117,0.045239164,0.893092705,0.897259504,Running
2022-01-01 00:46:00+00:00,0.003974681,0,0.029126686,0.002006786,0.195205276,0.39781294,0.047116768,0,,0.232028675,0.224063474,0.002136566,0,0.131890798,0,0,0.072986117,0.045088752,0.893035626,0.896270754,Running
2022-01-01 00:47:00+00:00,0.00405038,0,0.028891337,0.002006786,0.195205276,0.398055923,0.048435508,0,,0.231723492,0.224231344,0.002357553,0,0.1312829,0,0,0.072986117,0.044919554,0.893206864,0.903116322,Failed
2022-01-01 00:48:00+00:00,0.004126152,0,0.028558371,0.000396942,0.000367857,0.398055923,0.047356521,0,,0.231815047,0.224368669,0.002210177,0,0.13108751,0,0,0.072986117,0.044919554,0.894975949,0.896156713,Running
2022-01-01 00:49:00+00:00,0.00405038,0,0.028523853,0.002006786,0.195205276,0.39756988,0.047476282,0,,0.231860833,0.224277119,0.00198919,0,0.131130925,0,0,0.072986117,0.044712703,0.893872664,0.902659936,Running
