timestamp,MTH_MIL_IML1_SYSFAN_VIB_VI_A,MTH_MIL_CGML_MTRS_XXX_YI_A,MTH_MIL_IML1_ITEMP_XXX_TI_A,MTH_MIL_IML1_MMTR_AMPS_II_A,MTH_MIL_IML1_MMTR_IBTEMP_TI_A,MTH_MIL_IML1_MMTR_OBTEMP_TI_A,MTH_MIL_IML1_MMTR_VIB_VI_A,MTH_MIL_IML1_MTRS_XXX_YI_A,MTH_MIL_IML1_SYSFAN_AMPS_II_A,MTH_MIL_IML1_SYSFAN_IBTEMP_TI_A,MTH_MIL_IML1_SYSFAN_OBTEMP_TI_A,MTH_MIL_IML1_SYSFAN_PFL_PCT_A,MTH_MIL_IML1_SYSFAN_POUT_PCT_A,MTH_MIL_IML1_VENT_XXX_TI_A,MTH_MIL_IML2_MTRS_XXX_YI_A,MTH_MIL_IML3_MTRS_XXX_YI_A,MTH_MIL_STCO_SSILO1_LEVEL_AI_A,MTH_MIL_STCO_SSILO2_LEVEL_AI_A,MTH_WE1_STCO_SILO1_LTON_AI_A,MTH_WE1_STCO_SILO2_LTON_AI_A,SystemStatus
2022-01-01 00:00:00+00:00,0.004088266,0,0.029238468,0.000718249,0.000245258,0.401944109,0.049394735,0,,0.232074444,0.224444961,0.002504929,0,0.133280255,0,0,0.072965086,0.045690437,0.893758506,0.896670156,Running
2022-01-01 00:01:00+00:00,0.003861169,0,0.029585281,0.002006786,0.195205276,0.401782121,0.047476282,0,,0.232288073,0.223895632,0.002062802,0,0.132694064,0,0,0.072965086,0.045502413,0.896307476,0.904010025,Running
2022-01-01 00:02:00+00:00,0.003898981,0,0.029587103,0.001020676,0.000122599,0.401944109,0.046757028,0,,0.232257555,0.223956665,0.002136566,0,0.132694064,0,0,0.072397366,0.045333176,0.892636219,0.898229333,Running
2022-01-01 00:03:00+00:00,0.003898981,0,0.029583419,0.002006786,0.195205276,0.401215084,0.047596274,0,,0.23212023,0.223987182,0.002283789,0,0.132672357,0,0,0.072376334,0.04520159,0.892521987,0.903857921,Running
2022-01-01 00:04:00+00:00,0.004163965,0,0.029267621,0.002006786,0.195205276,0.401620133,0.049514483,0,,0.231723492,0.224582287,0.002357553,0,0.133714471,0,0,0.072965086,0.045032352,0.892426904,0.896879318,Running
2022-01-01 00:05:00+00:00,0.003936868,0,0.029912234,0.000585935,0.000306557,0.40113409,0.046996781,0,,0.231982906,0.223956665,0.002357553,0,0.132650649,0,0,0.072986117,0.044975953,0.891380625,0.904599521,Running
2022-01-01 00:06:00+00:00,0.004088266,0,0.030871391,0.002006786,0.195205276,0.400891108,0.049274736,0,,0.231830315,0.224475478,0.002136566,0,0.134018398,0,0,0.072376334,0.044975953,0.895622674,0.897639912,Running
2022-01-01 00:07:00+00:00,0.004012567,0,0.030913261,0.002006786,0.195205276,0.400729041,0.048075762,0,,0.231403058,0.224383928,0.002357553,0,0.133432229,0,0,0.072965086,0.044900728,0.891723026,0.89803924,Running
2022-01-01 00:08:00+00:00,0.003823283,0,0.031458963,0.002006786,0.195205276,0.400729041,0.046397294,0,,0.231631937,0.223865115,0.002504929,0,0.133367106,0,0,0.072965086,0.044844328,0.892560064,0.895586212,Running
2022-01-01 00:09:00+00:00,0.004163965,0,0.031924041,0.002006786,0.195205276,0.399919022,0.049514483,0,,0.231769278,0.224582287,0.002210177,0,0.134430907,0,0,0.072965086,0.044844328,0.891380625,0.896632093,Running
2022-01-01 00:10:00+00:00,0.003861169,0,0.032250126,0.002006786,0.195205276,0.399757034,0.046757028,0,,0.231876084,0.223880373,0.00257854,0,0.133931568,0,0,0.072965086,0.044731529,0.892274742,0.904143134,Running
2022-01-01 00:11:00+00:00,0.003936868,0,0.032295324,0.002006786,0.195205276,0.399595046,0.04627754,0,,0.231952388,0.223987182,0.002431164,0,0.134539466,0,0,0.072965086,0.044656304,0.890676821,0.901633049,Running
2022-01-01 00:12:00+00:00,0.004163965,0,0.032893763,0.002006786,0.195205276,0.39967604,0.049754237,0,,0.232013425,0.224567029,0.002136566,0,0.135190779,0,0,0.072986117,0.044844328,0.891799107,0.901709249,Running
2022-01-01 00:13:00+00:00,0.004088266,0,0.032919498,0.002006786,0.195205276,0.39967604,0.04915475,0,,0.231967639,0.224414444,0.00198919,0,0.135125635,0,0,0.072986117,0.045088752,0.895793985,0.905322125,Running
2022-01-01 00:14:00+00:00,0.003823283,0,0.032904226,0.002006786,0.195205276,0.399432979,0.047476282,0,,0.231677723,0.223941407,0.002283789,0,0.134713148,0,0,0.072965086,0.04520159,0.889763701,0.896555968,Running
2022-01-01 00:15:00+00:00,0.004012567,0,0.03291796,0.002006786,0.195205276,0.398784948,0.047836009,0,,0.231952388,0.224246602,0.002062802,0,0.135321025,0,0,0.072986117,0.045389614,0.890981144,0.896080587,Running
2022-01-01 00:16:00+00:00,0.00405038,0,0.033202384,0.000340225,0.000398477,0.398947015,0.049034995,0,,0.2315709,0.224414444,0.002357553,0,0.13605919,0,0,0.072986117,0.045370788,0.891038224,0.895700327,Running
2022-01-01 00:17:00+00:00,0.003823283,0,0.03291511,0.002006786,0.195205276,0.399028009,0.047356521,0,,0.231723492,0.223926148,0.002357553,0,0.135451292,0,0,0.072965086,0.045370788,0.892160584,0.896517979,Running
2022-01-01 00:18:00+00:00,0.003936868,0,0.032452411,0.002006786,0.195205276,0.399109003,0.047476282,0,,0.231479345,0.224048216,0.002283789,0,0.135711825,0,0,0.072965086,0.045314389,0.891837111,0.899313278,Failed
2022-01-01 00:19:00+00:00,0.004012567,0,0.032158999,0.002006786,0.195205276,0.39862296,0.048795248,0,,0.23192187,0.224353411,0.002062802,0,0.135516436,0,0,0.072986117,0.045220377,0.894043828,0.896517979,Running
2022-01-01 00:20:00+00:00,0.003936868,0,0.032222199,0.002006786,0.195205276,0.399109003,0.046996781,0,,0.231815047,0.224139793,0.002210177,0,0.135711825,0,0,0.072965086,0.04520159,0.892883464,0.895662264,Running
2022-01-01 00:21:00+00:00,0.003898981,0,0.031688851,0.002006786,0.195205276,0.398784948,0.047116768,0,,0.231998157,0.223956665,0.002210177,0,0.13508222,0,0,0.072986117,0.045239164,0.892883464,0.896555968,Running
2022-01-01 00:22:00+00:00,0.003861169,0,0.031206911,0.000888362,0.000183899,0.398784948,0.047116768,0,,0.231952388,0.22400244,0.002283789,0,0.134843415,0,0,0.072965086,0.045145151,0.893187862,0.896879318,Running
2022-01-01 00:23:00+00:00,0.004012567,0,0.030903019,0.002006786,0.195205276,0.398947015,0.048435508,0,,0.231677723,0.224368669,0.002210177,0,0.135321025,0,0,0.072965086,0.045032352,0.892807309,0.904086077,Running
2022-01-01 00:24:00+00:00,0.004088266,0,0.030565636,0.002006786,0.195205276,0.398947015,0.047716261,0,,0.231860833,0.224246602,0.002062802,0,0.134843415,0,0,0.072965086,0.045069965,0.892560064,0.897183526,Running
2022-01-01 00:25:00+00:00,0.003785396,0,0.030569395,0.002006786,0.195205276,0.398784948,0.046397294,0,,0.231845565,0.223880373,0.002136566,0,0.133692763,0,0,0.072965086,0.045276776,0.892331822,0.901462024,Running
2022-01-01 00:26:00+00:00,0.004088266,0,0.030572279,0.00066157,0.000229888,0.398784948,0.049274736,0,,0.231799796,0.224521253,0.002136566,0,0.134734856,0,0,0.072965086,0.045446014,0.892122581,0.898476484,Running
2022-01-01 00:27:00+00:00,0.003785396,0,0.030574232,0.002006786,0.195205276,0.398541966,0.047236528,0,,0.23192187,0.223895632,0.002357553,0,0.133953276,0,0,0.072986117,0.045389614,0.892674223,0.897240509,Running
2022-01-01 00:28:00+00:00,0.004012567,0,0.030572971,0.002006786,0.195205276,0.398460972,0.047476282,0,,0.232028675,0.224277119,0.002136566,0,0.134192102,0,0,0.072986117,0.045521239,0.894519463,0.902945223,Running
